loggingTime,loggingSample,identifierForVendor,deviceID,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,altimeterTimestamp_sinceReboot,altimeterReset,altimeterRelativeAltitude,altimeterPressure,deviceOrientation,label
1539481277.842696,13,0,0,1539481275.998298,37.77369175575466,-121.9252702408674,165.4453,0,95.2734375,3,5,-9999,1539481277.141915,108.3450317382812,23.17620086669922,-7.305794239044189,316.1094055175781,302.7534484863281,10,18464.511906,6,2,1539481274.682246,18464.589745,0,-18.94016,99.02834,5,0
1539481278.826959,14,0,0,1539481277.998293,37.77369175575466,-121.9252702408674,165.4339,0,95.2734375,3,5,-9999,1539481278.145296,108.2448577880859,22.87227439880371,-7.414929866790771,316.1119079589844,302.7559509277344,10,18464.511906,6,2,1539481274.682246,18465.541734,0,-18.95071,99.02846,5,0
1539481279.842971,15,0,0,1539481277.998293,37.77369175575466,-121.9252702408674,165.4339,0,95.2734375,3,5,-9999,1539481279.148545,108.5292510986328,22.76053619384766,-7.135560512542725,316.1140441894531,302.7580871582031,10,18464.511906,6,2,1539481274.682246,18466.493849,0,-18.97978,99.02882,5,0
1539481280.833995,16,0,0,1539481279.998289,37.77369175575466,-121.9252702408674,165.3947,0,95.2734375,3,5,-9999,1539481280.152202,108.3507385253906,23.00736808776855,-7.293970108032227,316.115966796875,302.760009765625,10,18464.511906,6,2,1539481274.682246,18467.446008,0,-19.00092,99.02905,5,0
1539481281.841409,17,0,0,1539481279.998289,37.77369175575466,-121.9252702408674,165.3947,0,95.2734375,3,5,-9999,1539481281.155404,108.3695831298828,22.73707962036133,-7.248077392578125,316.1248474121094,302.7688903808594,10,18464.511906,6,2,1539481274.682246,18468.397676,0,-19.00092,99.02905,5,0
1539481282.840683,18,0,0,1539481281.998284,37.77369175575466,-121.9252702408674,165.4289,0,95.2734375,3,5,-9999,1539481282.159019,108.166015625,23.03521537780762,-7.227827072143555,316.1216735839844,302.7657165527344,10,18464.511906,6,2,1539481274.682246,18469.349206,0,-18.98242,99.02885,5,0
1539481283.843894,19,0,0,1539481281.998284,37.77369175575466,-121.9252702408674,165.4289,0,95.2734375,3,5,-9999,1539481283.162089,108.3059387207031,22.90925407409668,-7.350183486938477,316.1210632324219,302.7651062011719,10,18464.511906,6,2,1539481274.682246,18470.300607,0,-18.94279,99.02837,5,0
1539481284.847419,20,0,0,1539481283.99828,37.77369175575466,-121.9252702408674,165.4397,0,95.2734375,3,5,-9999,1539481284.165496,108.2423553466797,23.21394538879395,-7.450474739074707,316.1187133789062,302.7627563476562,10,18464.511906,6,2,1539481274.682246,18472.20328,0,-18.8688,99.02749,5,0
1539481285.850644,21,0,0,1539481283.99828,37.77369175575466,-121.9252702408674,165.4397,0,95.2734375,3,5,-9999,1539481285.168796,108.3174896240234,22.97514343261719,-7.152561664581299,316.1163940429688,302.7604370117188,10,18464.511906,6,2,1539481274.682246,18473.15445,0,-18.81067,99.02679,5,0
1539481286.854049,22,0,0,1539481285.998276,37.77369175575466,-121.9252702408674,165.4515,0,95.2734375,3,5,-9999,1539481286.172174,108.4783782958984,22.34776306152344,-7.099128246307373,316.1306457519531,302.7746887207031,10,18476.38905866667,6,2,1539481286.559398,18474.105637,0,-18.74725,99.02605,5,0
1539481287.857239,23,0,0,1539481285.998276,37.77369175575466,-121.9252702408674,165.4515,0,95.2734375,3,5,-9999,1539481287.175502,124.2834777832031,21.41655349731445,0.5316638946533203,315.3109130859375,301.9549560546875,10,18477.03121366667,6,2,1539481287.201553,18475.056758,0,-18.72084,99.02576,5,0
1539481288.861028,24,0,0,1539481287.998271,37.7736802306378,-121.9252469391766,164.4317,1.62,93.1640625,3,5,-9999,1539481288.179151,132.7965087890625,21.9063663482666,7.565180778503418,311.0208740234375,297.6649169921875,10,18477.03121366667,6,2,1539481287.201553,18476.007883,0,-18.66534,99.0251,5,0
1539481289.86406,25,0,0,1539481287.998271,37.7736802306378,-121.9252469391766,164.4317,1.62,93.1640625,3,5,-9999,1539481289.182354,134.3844909667969,17.01758575439453,7.076836585998535,302.076904296875,288.720947265625,10,18477.03121366667,6,2,1539481287.201553,18476.959028,0,-18.62836,99.02466,5,0
1539481290.878651,26,0,0,1539481289.998266,37.77368546932728,-121.9251408242825,164.2778,6.75,73.4765625,3,5,-9999,1539481290.185702,134.8517761230469,13.20185089111328,6.117545127868652,292.7256164550781,279.3696594238281,10,18479.923715875,6,2,1539481290.094056,18477.910236,0,-18.53059,99.02351,5,0
1539481291.87079,27,0,0,1539481289.998266,37.77368546932728,-121.9251408242825,164.2778,6.75,73.4765625,3,5,-9999,1539481291.189153,132.8743896484375,8.348045349121094,6.263752937316895,282.8468017578125,269.4908447265625,10,18479.923715875,6,2,1539481290.094056,18478.861588,0,-18.41962,99.02219,5,0
1539481292.879649,28,0,0,1539481291.998263,37.77375826615633,-121.9249724318477,164.9678,9.52,50.9765625,3,5,-9999,1539481292.192366,132.5675659179688,4.9151930809021,5.788838386535645,273.3951110839844,260.0391540527344,10,18479.923715875,6,2,1539481290.094056,18479.813029,0,-18.27957,99.02055,5,0
1539481293.877646,29,0,0,1539481291.998263,37.77375826615633,-121.9249724318477,164.9678,9.52,50.9765625,3,5,-9999,1539481293.195815,131.9086456298828,0.5246305465698242,4.785723686218262,265.128662109375,251.772705078125,10,18479.923715875,6,2,1539481290.094056,18480.764401,0,-18.19237,99.01953,5,0
1539481294.881301,30,0,0,1539481293.998258,37.77389828584881,-121.9248181210104,164.8136,11.2,28.828125,3,5,-9999,1539481294.199161,127.0269927978516,-3.136250019073486,4.302821159362793,252.3604583740234,239.0044860839844,10,18479.923715875,6,2,1539481290.094056,18481.715976,0,-18.10254,99.01846,5,0
1539481295.884372,31,0,0,1539481293.998258,37.77389828584881,-121.9248181210104,164.8136,11.2,28.828125,3,5,-9999,1539481295.20315,124.7624359130859,-5.550987720489502,4.278140068054199,242.6579132080078,229.3019409179688,10,18479.923715875,6,2,1539481290.094056,18482.667608,0,-18.08932,99.0183,5,0
1539481296.887959,32,0,0,1539481295.998253,37.77409251123919,-121.9246921560756,165.1761,13.8,12.80492210388184,3,5,-9999,1539481296.205971,124.2411956787109,-5.303585052490234,4.297886848449707,240.8886108398438,227.5326385498047,10,18479.923715875,6,2,1539481290.094056,18483.619967,0,-18.06026,99.01796,5,0
1539481297.891196,33,0,0,1539481295.998253,37.77409251123919,-121.9246921560756,165.1761,13.8,12.80492210388184,3,5,-9999,1539481297.209169,123.4538421630859,-6.533824920654297,3.691891670227051,242.620361328125,229.2643890380859,10,18487.6324765,6,2,1539481297.802816,18484.572398,0,-18.03912,99.01772,5,0
1539481298.895574,34,0,0,1539481297.998249,37.77435373883116,-121.9246142307497,165.2116,17.02,12.80492210388184,3,5,-9999,1539481298.212685,124.4914093017578,-5.242853164672852,4.103577613830566,244.0995330810547,230.7435607910156,10,18487.6324765,6,2,1539481297.802816,18485.524056,0,-17.94664,99.01662,5,0
1539481299.899821,35,0,0,1539481297.998249,37.77435373883116,-121.9246142307497,165.2116,17.02,12.80492210388184,3,5,-9999,1539481299.215939,123.5464782714844,-4.45584774017334,4.111226081848145,245.3989410400391,232.04296875,10,18487.6324765,6,2,1539481297.802816,18486.475789,0,-17.81187,99.01503,5,0
1539481300.901224,36,0,0,1539481299.998245,37.77468294250269,-121.924521180678,164.5123,19.58,13.29477405548096,3,5,-9999,1539481300.219448,124.2798309326172,-4.82813835144043,3.404122352600098,247.9941864013672,234.6382141113281,10,18487.6324765,6,2,1539481297.802816,18487.427563,0,-17.61899,99.01276,5,0
1539481301.921199,37,0,0,1539481299.998245,37.77468294250269,-121.924521180678,164.5123,19.58,13.29477405548096,3,5,-9999,1539481301.222863,125.2878723144531,-3.590728282928467,4.08591365814209,251.0035705566406,237.6475982666016,10,18487.6324765,6,2,1539481297.802816,18488.379355,0,-17.39439,99.01012,5,0
1539481302.907983,38,0,0,1539481301.998241,37.77503345918748,-121.9244070976264,164.3151,20.48,15.12042140960693,4,5,-9999,1539481302.226172,125.4752502441406,-3.162985801696777,3.816340446472168,252.5152130126953,239.1592407226562,10,18487.6324765,6,2,1539481297.802816,18490.283114,0,-16.77609,99.00284,5,0
1539481303.919438,39,0,0,1539481301.998241,37.77503345918748,-121.9244070976264,164.3151,20.48,15.12042140960693,4,5,-9999,1539481303.229779,125.264892578125,-3.796987056732178,3.450629234313965,254.5968170166016,241.2408447265625,10,18487.6324765,6,2,1539481297.802816,18491.23507,0,-16.38503,98.99819,5,0
